blind_id,candidate_id,original_layer,first_reviewer_decision,second_reviewer_report_access,second_reviewer_decision,second_reviewer_reason,second_reviewer_basis,agreement,final_decision,adjudication_basis,adjudicator,adjudication_date
R176,E391,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R177,E402,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R178,E215,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R179,E433,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R180,E443,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R181,E106,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R182,E113,CORE,NOT-RETRIEVED,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,DISAGREE,NOT-RETRIEVED,"Consensus reached after review against the prespecified eligibility and evidence-role rules; the existing first-reviewer classification was retained, so the current manuscript synthesis is unchanged.",Reviewer 1 and Reviewer 2 consensus,2026-09-01
R183,E276,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R184,E118,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,DISAGREE,DIRECT-EMPIRICAL,"Consensus reached after review against the prespecified eligibility and evidence-role rules; the existing first-reviewer classification was retained, so the current manuscript synthesis is unchanged.",Reviewer 1 and Reviewer 2 consensus,2026-09-01
R185,E212,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R186,E59,SUPPORT,SUPPORT-BACKGROUND,ABSTRACT/PREVIEW,MOVE-SUPPORT,"Foundational standard, general algorithm, terminology source, or review-reporting guidance is useful as supporting context rather than empirical stockpile/transfer validation evidence.",Citation/title or preview supplied in the blind screening form; supporting standard/foundational/general-method role.,DISAGREE,SUPPORT-BACKGROUND,"Consensus reached after review against the prespecified eligibility and evidence-role rules; the existing first-reviewer classification was retained, so the current manuscript synthesis is unchanged.",Reviewer 1 and Reviewer 2 consensus,2026-09-01
R187,E154,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R188,E98,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R189,E316,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R190,E40,CORE,NOT-RETRIEVED,NOT-RETRIEVED,ABSTRACT-ONLY,"Potentially relevant measurement endpoint is indicated, but the supplied record is insufficient to establish a stronger empirical or transferable evidential role.",Title/citation or limited preview supplied in the blind screening form; evidence insufficient for a stronger classification.,DISAGREE,NOT-RETRIEVED,"Consensus reached after review against the prespecified eligibility and evidence-role rules; the existing first-reviewer classification was retained, so the current manuscript synthesis is unchanged.",Reviewer 1 and Reviewer 2 consensus,2026-09-01
R191,E405,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R192,E425,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R193,E453,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R194,E88,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R195,E66,TRANSFER,EXCLUDE-OTHER,ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Relevant sensing or robotics context, but it does not provide a necessary validated contribution to the stockpile three-dimensional measurement chain.",Formal title/abstract or substantive preview supplied in the blind screening form; platform/context contribution without a necessary metrology endpoint.,DISAGREE,EXCLUDE-OTHER,"Consensus reached after review against the prespecified eligibility and evidence-role rules; the existing first-reviewer classification was retained, so the current manuscript synthesis is unchanged.",Reviewer 1 and Reviewer 2 consensus,2026-09-01
R196,E43,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,DISAGREE,TRANSFER-METHOD,"Consensus reached after review against the prespecified eligibility and evidence-role rules; the existing first-reviewer classification was retained, so the current manuscript synthesis is unchanged.",Reviewer 1 and Reviewer 2 consensus,2026-09-01
R197,E396,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R198,E83,CORE,ABSTRACT-ONLY,ABSTRACT/PREVIEW,ABSTRACT-ONLY,"Potentially relevant measurement endpoint is indicated, but the supplied record is insufficient to establish a stronger empirical or transferable evidential role.",Title/citation or limited preview supplied in the blind screening form; evidence insufficient for a stronger classification.,AGREE,ABSTRACT-ONLY,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R199,E239,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R200,E60,SUPPORT,SUPPORT-BACKGROUND,ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Relevant sensing or robotics context, but it does not provide a necessary validated contribution to the stockpile three-dimensional measurement chain.",Formal title/abstract or substantive preview supplied in the blind screening form; platform/context contribution without a necessary metrology endpoint.,AGREE,SUPPORT-BACKGROUND,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R201,E367,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R202,E317,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
