blind_id,candidate_id,original_layer,citation,first_reviewer_source_label,first_reviewer_report_access,first_reviewer_decision,first_reviewer_reason
R176,E391,EXCLUDE,Yue Zhan; Tangwen Yang; Xin Wang; Zhaoxiang Liu; Shiguo Lian. RelPose-TTA: Energy-Based Relative Pose Correction for Test-Time Adaptation of Category-Level Object Pose Estimation. SSRN Electronic Journal. 2025. https://doi.org/10.2139/ssrn.5898337,Yue Zhan; Tangwen Yang; Xin Wang; Zhaoxiang Liu; Shiguo Lian,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R177,E402,EXCLUDE,Zhixin Cheng; Bohao Liao; Jiacheng Deng; Xiaotian Yin; Xinjun Li; Yujia Chen; Baoqun Yin; Tianzhu Zhang. Rethinking 2D-3D Registration: A Novel Network for High-Value Zone Selection and Representation Consistency Alignment. [Venue unavailable]. 2026. https://doi.org/10.36227/techrxiv.177273688.82046286/v1,Zhixin Cheng; Bohao Liao; Jiacheng Deng; Xiaotian Yin; Xinjun Li; Yujia Chen; Baoqun Yin; Tianzhu Zhang,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R178,E215,CORE,Ahmad Alsayed; Mostafa R. A. Nabawy; Farshad Arvin. Autonomous Aerial Mapping Using a Swarm of Unmanned Aerial Vehicles. AIAA AVIATION 2022 Forum. 2022. https://doi.org/10.2514/6.2022-4062,Ahmad Alsayed; Mostafa R,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R179,E433,CORE,Justin Mahlberg; Haydn Malackowski; Mina Joseph; Yerassyl Koshan; Raja Manish; Zach DeLoach; Ayman Habib; Darcy M. Bullock. Statewide Implementation of Salt Stockpile Inventory Using LiDAR Measurements: Case Study. Remote Sensing. 2024. https://doi.org/10.3390/rs16020410,Justin Mahlberg; Haydn Malackowski; Mina Joseph; Yerassyl Koshan; Raja Manish; Zach DeLoach; Ayman Habib; Darcy M,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R180,E443,EXCLUDE,Wei Liu; Mingyou Chen; Huiling Wei; Hui Xiao; J N Wang; Xiangjun Zou; Lufeng Luo. Surface reconstruction of orchard crops under weak covisibility enhanced by iterative semantic cues and geometric priors. Computers and Electronics in Agriculture. 2026. https://doi.org/10.1016/j.compag.2026.111989,Wei Liu; Mingyou Chen; Huiling Wei; Hui Xiao; J N Wang; Xiangjun Zou; Lufeng Luo,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R181,E106,TRANSFER,"KIM G, KIM A. LT-mapper: a modular framework for LiDAR-based lifelong mapping[C]//*IEEE ICRA*. 2022: 7995–8002. DOI: 10.1109/ICRA46639.2022.9811916.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R182,E113,CORE,"QIU R, GUO Y, ZHANG Z, CHENG X, NIU W. High-precision measurement of bulk pile volume based on semantic segmentation of 3D point cloud[C]//*Intelligent Networked Things*. CCIS 2625, 2026: 327–334. DOI: 10.1007/978-981-95-1106-8_31.",Qiu 2026,NOT-RETRIEVED,NOT-RETRIEVED,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R183,E276,TRANSFER,He Zhang; Emilien Aldana-Jague; François Clapuyt; F. Wilken; V. Vanacker; Kristof van Oost. Evaluating the potential of post-processing kinematic (PPK) georeferencing for UAV-based structure- from-motion (SfM) photogrammetry and surface change detection. Earth Surface Dynamics. 2019. https://doi.org/10.5194/esurf-7-807-2019,He Zhang; Emilien Aldana-Jague; François Clapuyt; F,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R184,E118,CORE,"LIU J, HASHEMINASAB S M, ZHOU T, MANISH R, HABIB A. An image-aided sparse point cloud registration strategy for managing stockpiles in dome storage facilities[J]. *Remote Sensing*, 2023, 15(2): 504. DOI: 10.3390/rs15020504.",Liu 2023,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R185,E212,EXCLUDE,Lingfu Kong; Zhang Shihui. Automatic registration of point clouds based on 3D vision reconstruction system of parallel robot. Journal of Yanshan University. 2008.,Lingfu Kong; Zhang Shihui,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R186,E59,SUPPORT,"BARNES R, LEHMAN C, MULLA D. Priority-flood: An optimal depression-filling and watershed-labeling algorithm for digital elevation models[J]. Computers & Geosciences, 2014, 62: 117-127. DOI: 10.1016/j.cageo.2013.04.024.","BARNES R, LEHMAN C, MULLA D",ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Foundational method, standard, metrology guide, or review-reporting source; retained outside the validation-study count."
R187,E154,EXCLUDE,Jorge Prendes; Marie Chabert; Frédéric Pascal; Alain Giros; Jean‐Yves Tourneret. A Bayesian Nonparametric Model Coupled with a Markov Random Field for Change Detection in Heterogeneous Remote Sensing Images. SIAM Journal on Imaging Sciences. 2016. https://doi.org/10.1137/15m1047908,Jorge Prendes; Marie Chabert; Frédéric Pascal; Alain Giros; Jean‐Yves Tourneret,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R188,E98,TRANSFER,"KOCIUBA W. Different paths for developing terrestrial LiDAR data for comparative analyses of topographic surface changes[J]. *Applied Sciences*, 2020, 10(21): 7409. DOI: 10.3390/app10217409.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R189,E316,EXCLUDE,Juan Antonio Ramírez-Pérez; Felipe Jesús González Barrionuevo; M.J. Gázquez; Reinaldo Sáez Ramos; J.P. Bolı́var. Inventory of the mining wastes located at the Iberian Pyrite Belt (IPB). Waste Management Bulletin. 2025. https://doi.org/10.1016/j.wmb.2025.100260,Juan Antonio Ramírez-Pérez; Felipe Jesús González Barrionuevo; M,ABSTRACT/PREVIEW,EXCLUDE-OTHER,No stockpile-volume endpoint and no indispensable mobile/robotic measurement-chain contribution.
R190,E40,CORE,"WANG H, SUN Z, LIU M, et al. Research on Volume Estimation Method Based on Three-Dimensional Point Cloud[C]//2024 IEEE 22nd INDIN. 2024: 1-6. DOI: 10.1109/INDIN58382.2024.10774243.",Wang 2024,NOT-RETRIEVED,NOT-RETRIEVED,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R191,E405,EXCLUDE,Daniel Bae; Changheon Han; Hangyeom Lee; Hojun Lee; Martin Jun. RGB-D Object Pose Estimation via SAM2 Segmentation and Coarse-to-Fine Point Cloud Registration. [Venue unavailable]. 2026. https://doi.org/10.5703/1288284318682,Daniel Bae; Changheon Han; Hangyeom Lee; Hojun Lee; Martin Jun,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R192,E425,EXCLUDE,Srivathsan Chakaravarthi Narasimman. Smartphone aided CMOS sensor based indoor visible light positioning techniques. [Venue unavailable]. 2025. https://doi.org/10.32657/10356/183544,Srivathsan Chakaravarthi Narasimman,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R193,E453,EXCLUDE,Changjiang Zhou; Hao Yu; Bo Yuan; Liqiang Wang; Qing Yang. Three-Dimensional Stitching of Binocular Endoscopic Images Based on Feature Points. Photonics. 2021. https://doi.org/10.3390/photonics8080330,Changjiang Zhou; Hao Yu; Bo Yuan; Liqiang Wang; Qing Yang,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R194,E88,TRANSFER,"SIEBERT S, TEIZER J. Mobile 3D mapping for surveying earthwork projects using an unmanned aerial vehicle system[J]. *Automation in Construction*, 2014, 41: 1–14. DOI: 10.1016/j.autcon.2014.01.004.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R195,E66,TRANSFER,"AZIZ A, HERBERS P, BAYER H, et al. Fully Autonomous Fire Safety Equipment Inspection Missions on a Legged Robot[C]//Computing in Civil Engineering 2023. Reston: ASCE, 2024: 804-812. DOI: 10.1061/9780784485224.097.",Source material supplied in the blinded screening form.,FT,EXCLUDE-OTHER,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R196,E43,TRANSFER,"BARBER D, MILLS J, SMITH-VOYSEY S. Geometric validation of a ground-based mobile laser scanning system[J]. ISPRS J Photogramm Remote Sens, 2008, 63(1): 128-141. DOI: 10.1016/j.isprsjprs.2007.07.005.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R197,E396,CORE,Jing Xia; Xuehu Li; Xiaotian Chen; Liangquan Sun; Huiyu Zhou; Yintao Shi. Research on enhancing UAV photogrammetry for efficient flood prevention riprap volume estimation. [Venue unavailable]. 2026. https://doi.org/10.1117/12.3111475,Jing Xia; Xuehu Li; Xiaotian Chen; Liangquan Sun; Huiyu Zhou; Yintao Shi,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R198,E83,CORE,"KAMARI M, HAM Y. Vision-based volumetric measurements via deep learning-based point cloud segmentation for material management in jobsites[J]. *Automation in Construction*, 2021, 121: 103430. DOI: 10.1016/j.autcon.2020.103430.",Kamari 2021,ABSTRACT/PREVIEW,ABSTRACT-ONLY,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R199,E239,TRANSFER,Bence Gálai; Balázs Nagy; Csaba Benedek. Crossmodal point cloud registration in the Hough space for mobile laser scanning data. [Venue unavailable]. 2016. https://doi.org/10.1109/icpr.2016.7900155,Bence Gálai; Balázs Nagy; Csaba Benedek,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R200,E60,SUPPORT,"GUO Y, WANG H, HU Q, et al. Deep Learning for 3D Point Clouds: A Survey[J]. IEEE TPAMI, 2021, 43(12): 4338-4364. DOI: 10.1109/TPAMI.2020.3005434.","GUO Y, WANG H, HU Q, et al",ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Foundational method, standard, metrology guide, or review-reporting source; retained outside the validation-study count."
R201,E367,EXCLUDE,"George Lordos; Madelyn Hoying; Yousif AlSadah; Liliana Arias; Ignacio Arzuaga Garcia; H Azzouz; John Beilstein; Wing Lam Chan; Ezra Eyre; Dane Gleason; Meltem Ikinci; Divya Iyer; Yuying Lin; Estelle Martin; Lanie McKinney; Duncan Miller; Cormac O’Neill; Omar Orozco; Palak B. Patel; Elizabeth Romero; Francisco Sepulveda; David Villegas; Alisa Webb; Kir Latyshev; Chloe Gentgen; Alexandros Lordos; Olivier de Weck; Jeffrey A. Hoffman. Pale Red Dot: a Large, Robust Architecture for Human Settlements on Mars. [Venue unavailable]. 2023. https://doi.org/10.2514/6.2023-4776",George Lordos; Madelyn Hoying; Yousif AlSadah; Liliana Arias; Ignacio Arzuaga Garcia; H Azzouz; John Beilstein; Wing Lam Chan; Ezra Eyre; Dane Gleason; Meltem Ikinci; Divya Iyer; Yuying Lin; Estelle Martin; Lanie McKinney; Duncan Miller; Cormac O’Neill; Omar Orozco; Palak B,ABSTRACT/PREVIEW,EXCLUDE-OTHER,No stockpile-volume endpoint and no indispensable mobile/robotic measurement-chain contribution.
R202,E317,EXCLUDE,Taiga Korpelainen; Mariana Campos; Tuomas Yrttimaa; Samuli Junttila; Yunsheng Wang; Eetu Puttonen. Investigating within-forest variability in the onset of tree height growth in a boreal Scots pine forest. [Venue unavailable]. 2025. https://doi.org/10.5194/egusphere-egu25-8679,Taiga Korpelainen; Mariana Campos; Tuomas Yrttimaa; Samuli Junttila; Yunsheng Wang; Eetu Puttonen,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R203,E10,TRANSFER,"TUNA T, NUBERT J, NAVA Y, et al. X-ICP: localizability-aware LiDAR registration for robust localization in extreme environments[J]. IEEE Transactions on Robotics, 2024, 40: 452-471. DOI: 10.1109/TRO.2023.3335691.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R204,E303,EXCLUDE,"Xue Wan; Jianguo Liu; Minghua Qin; Songyan Li. ILLUMINATION INVARIANT CHANGE DETECTION (IICD): FROM EARTH TO MARS. The international archives of the photogrammetry, remote sensing and spatial information sciences/International archives of the photogrammetry, remote sensing and spatial information sciences. 2018. https://doi.org/10.5194/isprs-archives-xlii-3-1673-2018",Xue Wan; Jianguo Liu; Minghua Qin; Songyan Li,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R205,E183,TRANSFER,Chutian Gao; Ming Guo; Jianghong Zhao; Peng Cheng; Yuquan Zhou; Tengfei Zhou; Kecai Guo. An automated multi-constraint joint registration method for mobile LiDAR point cloud in repeated areas. Measurement. 2023. https://doi.org/10.1016/j.measurement.2023.113620,Chutian Gao; Ming Guo; Jianghong Zhao; Peng Cheng; Yuquan Zhou; Tengfei Zhou; Kecai Guo,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R206,E91,TRANSFER,"WANG Y, RAMEZANI M, FALLON M. Actively mapping industrial structures with information gain-based planning on a quadruped robot[C]//*IEEE ICRA*. 2020: 8609–8615. DOI: 10.1109/ICRA40945.2020.9197153.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R207,E57,SUPPORT,"BEUCHER S, MEYER F. The Morphological Approach to Segmentation: The Watershed Transformation[M]//Mathematical Morphology in Image Processing. New York: Marcel Dekker, 1993: 433-481. DOI: 10.1201/9781482277234-12.","BEUCHER S, MEYER F",ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Foundational method, standard, metrology guide, or review-reporting source; retained outside the validation-study count."
R208,E229,EXCLUDE,"USDOE Office of Fossil Energy and Carbon Management (FECM); The Ohio State Univ., Columbus, OH (United States). Co-Firing Switchgrass and Waste Coal in A Power Plant: A Techno-Economic and Life Cycle Evaluation for The Ohio River Valley (SWITCH) (Final Technical Report for Ohio State/FE0032204). [Venue unavailable]. 2025. https://doi.org/10.2172/3024074",USDOE Office of Fossil Energy and Carbon Management (FECM); The Ohio State Univ,ABSTRACT/PREVIEW,EXCLUDE-OTHER,No stockpile-volume endpoint and no indispensable mobile/robotic measurement-chain contribution.
R209,E116,CORE,"GAGO R M, PEREIRA M Y A, PEREIRA G A S. An aerial robotic system for inventory of stockpile warehouses[J]. *Engineering Reports*, 2021, 3(9): e12396. DOI: 10.1002/eng2.12396.",Gago 2021,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R210,E138,CORE,"JAISWAL A, JHA K, BUGALIA N, et al. Vision-based volumetric estimation of localized construction and demolition waste[J]. *Waste Management*, 2025, 206: 115046. DOI: 10.1016/j.wasman.2025.115046.",Jaiswal et al. 2025,ABSTRACT/PREVIEW,ABSTRACT-ONLY,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R211,E39,CORE,"KUINKEL M S, ZHANG C, LIU P, et al. Suitability Study of Using UAVs to Estimate Landfilled Fly Ash Stockpile[J]. Sensors, 2023, 23(3): 1242. DOI: 10.3390/s23031242.",Kuinkel 2023,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R212,E452,EXCLUDE,Wuguang Lin; Xiaohui Lu; Guowei Yin; Seunghyun Roh. Three-dimensional pavement surface reconstruction and roughness assessment using RGB-D cameras. Measurement. 2025. https://doi.org/10.1016/j.measurement.2025.120042,Wuguang Lin; Xiaohui Lu; Guowei Yin; Seunghyun Roh,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R213,E87,CORE,"BLISTAN P, JACKO S, KOVANIČ Ľ, et al. TLS and SfM approach for bulk density determination of excavated heterogeneous raw materials[J]. *Minerals*, 2020, 10: 174. DOI: 10.3390/min10020174.",Blistan 2020,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R214,E187,TRANSFER,Sang Yoon Park; Sungha Ju; Sanghyun Yoon; Minh Hieu Nguyen; J. Heo. An efficient data structure approach for BIM-to-point-cloud change detection using modifiable nested octree. Automation in Construction. 2021. https://doi.org/10.1016/j.autcon.2021.103922,Sang Yoon Park; Sungha Ju; Sanghyun Yoon; Minh Hieu Nguyen; J,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R215,E217,TRANSFER,"Tommaso Mainiero; Jad Ghantous; Nives Grasso; Vincenzo Di Pietra. Benchmarking Local Registration Algorithms on Multi Temporal and Multi Spatial Point Clouds. The international archives of the photogrammetry, remote sensing and spatial information sciences/International archives of the photogrammetry, remote sensing and spatial information sciences. 2026. https://doi.org/10.5194/isprs-archives-xlix-b2-2026-239-2026",Tommaso Mainiero; Jad Ghantous; Nives Grasso; Vincenzo Di Pietra,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
